sample	samples	RNAss	FOXM1	AKT_PATHWAY	ALK_PATHWAY	BRCA_ATR_PATHWAY	CASPASE_CASCADE_(APOPTOSIS)	CTLA4_PATHWAY	PD1_SIGNALING	PI3K_CASCADE	PTEN_PATHWAY	RAS_PATHWAY	RB_PATHWAY	Subtype_Immune_Model_Based	cancer type abbreviation
TCGA-TS-A7P6-01	TCGA-TS-A7P6-01	0.20537	10.62	0.5074	-0.5512	0.6789	-0.251	0.5566	0.3277	1.1564	-0.841	-0.6479	-0.7752	Wound Healing (Immune C1)	MESO
TCGA-MW-A4EC-01	TCGA-MW-A4EC-01	0.205329	6.59	-0.2996	0.4618	0.4117	-1.043	0.0396	-0.1021	0.4919	0.0029	0.6664	-0.134	Inflammatory (Immune C3)	KIRC
TCGA-06-0210-01	TCGA-06-0210-01	0.205321	8.93	-0.0013	-0.0871	1.5549	-0.7306	-0.5978	-0.5222	-0.4201	0.7157	0.0583	0.8759	Lymphocyte Depleted (Immune C4)	GBM
TCGA-3U-A98J-01	TCGA-3U-A98J-01	0.205313	8.1	0.3928	0.7753	0.3396	-0.4544	1.0181	0.989	0.7154	-0.0863	0.6699	0.0751	Inflammatory (Immune C3)	MESO
TCGA-SX-A7SU-01	TCGA-SX-A7SU-01	0.205224	5.92	0.125	-1.244	-0.2314	-0.8334	-0.6961	0.014	-0.2561	-0.0241	-0.7744	-1.2973	Inflammatory (Immune C3)	KIRP
TCGA-55-8619-01	TCGA-55-8619-01	0.205102	7.53	0.5049	1.4419	1.5134	-0.7285	1.2157	0.5921	1.5495	0.5021	1.0126	1.6572	Inflammatory (Immune C3)	LUAD
TCGA-HT-7857-01	TCGA-HT-7857-01	0.205061	9.11	-0.1317	0.7153	1.2135	-0.9151	-0.2089	-0.3429	1.2222	0.0478	0.3636	0.8829	Lymphocyte Depleted (Immune C4)	LGG
TCGA-06-0750-01	TCGA-06-0750-01	0.204947	9.52	0.0438	-1.1511	0.8929	-0.6494	-0.8307	0.0937	-0.1935	0.1582	-1.4174	-0.2365	Lymphocyte Depleted (Immune C4)	GBM
TCGA-2L-AAQL-01	TCGA-2L-AAQL-01	0.20492	8.58	-0.5106	-0.2749	1.4834	-1.3473	0.3025	0.6339	0.4039	1.5452	-0.2699	0.1127	TGF-beta Dominant (Immune C6)	PAAD
TCGA-L5-A88S-01	TCGA-L5-A88S-01	0.204898	10.26	0.2122	0.1783	1.4691	0.0217	-0.3388	-1.3989	-0.3369	0.4861	0.394	0.333	Wound Healing (Immune C1)	ESCA
TCGA-DE-A4MB-01	TCGA-DE-A4MB-01	0.204736	7.37	-0.1662	-0.3182	0.3723	-0.992	-0.1802	0.0787	0.3633	-0.9457	0.3571	-0.1723	Inflammatory (Immune C3)	THCA
TCGA-IW-A3M4-01	TCGA-IW-A3M4-01	0.204685	8.81	-1.6869	0.1678	0.198	0.1404	-0.4502	-1.0445	-1.1135	-0.1943	0.9393	-0.41	Inflammatory (Immune C3)	SARC
TCGA-OR-A5J8-01	TCGA-OR-A5J8-01	0.204647	11.06	0.2097	0.4217	0.1424	-0.0212	0.0819	-1.5421	0.8214	-0.911	0.4199	0.7637	TGF-beta Dominant (Immune C6)	ACC
TCGA-99-8028-01	TCGA-99-8028-01	0.204589	8.19	-0.8794	0.5552	0.6184	-0.3724	1.4433	0.1048	2.1969	0.4003	0.128	0.3601	Inflammatory (Immune C3)	LUAD
TCGA-EY-A1GE-01	TCGA-EY-A1GE-01	0.20445	7.21	0.2142	0.5976	-0.395	-0.1153	0.3023	-0.4943	0.1495	0.7712	0.254	0.6508	Inflammatory (Immune C3)	UCEC
TCGA-IB-7888-01	TCGA-IB-7888-01	0.204384	8.45	-0.5765	1.3342	1.8868	-0.7913	0.7013	-0.7251	1.1843	1.9435	0.9762	0.9331	Inflammatory (Immune C3)	PAAD
TCGA-97-A4M7-01	TCGA-97-A4M7-01	0.204379	8.67	1.5417	0.8148	0.8905	-0.0606	0.9483	-0.8827	1.7148	0.245	0.0603	0.234	Inflammatory (Immune C3)	LUAD
TCGA-EL-A3GQ-01	TCGA-EL-A3GQ-01	0.204346	6.01	0.2442	0.3298	1.034	-0.9321	-0.234	-0.4064	-0.1331	0.6757	0.5549	-0.7007	Inflammatory (Immune C3)	THCA
TCGA-DJ-A1QQ-01	TCGA-DJ-A1QQ-01	0.20419	6.46	0.444	0.0901	0.6367	-0.7789	-0.4034	-0.3218	-0.2986	0.2648	0.8188	0.0047	Inflammatory (Immune C3)	THCA
TCGA-BR-4370-01	TCGA-BR-4370-01	0.20404	10.03	-0.7632	1.1484	1.0996	0.3403	1.1117	-0.6415	0.6534	0.5339	1.4757	1.0529	Wound Healing (Immune C1)	STAD
TCGA-HC-7740-01	TCGA-HC-7740-01	0.203999	5.64	0.5607	0.8825	1.0514	-1.0899	-0.4546	-0.1357	-0.2104	1.0007	0.8736	0.4738	Inflammatory (Immune C3)	PRAD
TCGA-CJ-5684-01	TCGA-CJ-5684-01	0.203986	7.22	-0.4934	1.4052	1.1231	-0.8779	0.6431	-0.624	1.2302	0.6096	1.8468	0.3114	Inflammatory (Immune C3)	KIRC
TCGA-BR-6563-01	TCGA-BR-6563-01	0.203879	8.51	-0.3523	1.1231	1.7723	-0.4196	0.8856	-0.4925	1.5212	0.7393	1.151	0.9247	Inflammatory (Immune C3)	STAD
TCGA-CJ-5683-01	TCGA-CJ-5683-01	0.203868	8.49	0.8518	0.8692	1.2746	-0.5947	0.1264	-0.017	0.4535	0.979	1.3278	0.9261	Inflammatory (Immune C3)	KIRC
TCGA-FY-A40K-01	TCGA-FY-A40K-01	0.203812	6	0.3598	0.336	0.7497	-1.0567	-0.1577	-0.0288	0.423	0.3728	-0.0129	-1.1425	Inflammatory (Immune C3)	THCA
TCGA-CH-5771-01	TCGA-CH-5771-01	0.203633	6.68	0.5571	0.8949	0.4425	-0.7115	0.2079	-0.23	0.334	0.872	0.9697	0.3504	Inflammatory (Immune C3)	PRAD
TCGA-SP-A6QD-01	TCGA-SP-A6QD-01	0.203595	6.5	-0.0668	-1.3993	-0.3001	-2.02	-1.649	-0.3736	-1.0356	-0.4654	-0.114	-0.6798	Inflammatory (Immune C3)	PCPG
TCGA-WB-A80O-01	TCGA-WB-A80O-01	0.203573	4.98	-0.0769	0.2126	0.6074	-1.5169	-0.6368	-0.231	0.1216	0.054	1.2994	-0.5585	Inflammatory (Immune C3)	PCPG
TCGA-EM-A1CU-01	TCGA-EM-A1CU-01	0.203408	6.8	0.236	-0.3997	0.2581	-0.8148	-0.4491	-0.3596	-0.321	-0.0897	0.1818	-0.3041	Inflammatory (Immune C3)	THCA
TCGA-TS-A7PB-01	TCGA-TS-A7PB-01	0.203403	9.18	0.0093	0.3774	-0.104	-0.7509	0.59	-0.046	0.7917	-0.7128	-0.1887	-0.2553	IFN-gamma Dominant (Immune C2)	MESO
TCGA-DX-A8BJ-01	TCGA-DX-A8BJ-01	0.203389	11.88	-0.3818	-1.2535	1.2034	-0.1474	-0.7525	0.4988	-0.1292	-0.4335	-0.4681	-0.7711	IFN-gamma Dominant (Immune C2)	SARC
TCGA-B0-5119-01	TCGA-B0-5119-01	0.203336	8.19	-0.2656	1.4357	0.4151	-0.7074	0.6125	-0.9402	0.748	0.3231	2.2188	0.793	Inflammatory (Immune C3)	KIRC
TCGA-HC-A76W-01	TCGA-HC-A76W-01	0.202944	6.95	0.1569	0.4032	1.0831	-0.643	-0.8456	0.2452	-0.2686	1.0123	-0.1155	0.1831	Inflammatory (Immune C3)	PRAD
TCGA-NA-A4QV-01	TCGA-NA-A4QV-01	0.202785	10.09	2.1108	-0.585	2.3335	0.5957	-1.0756	0.4727	-0.6456	1.6773	0.7097	-0.3787	Wound Healing (Immune C1)	UCS
TCGA-FY-A4B4-01	TCGA-FY-A4B4-01	0.202614	6.69	0.1336	0.0163	0.5366	-0.7619	0.1818	0.1748	0.3909	-0.0308	0.4079	-0.0434	IFN-gamma Dominant (Immune C2)	THCA
TCGA-FB-AAPY-01	TCGA-FB-AAPY-01	0.202293	8.29	0.5115	0.5018	1.2407	-0.9618	0.493	1.1429	1.2543	1.4159	-0.1897	1.4349	TGF-beta Dominant (Immune C6)	PAAD
TCGA-KS-A4I7-01	TCGA-KS-A4I7-01	0.202151	5.4	-0.1236	-0.8862	0.5564	-1.5361	-0.4475	-0.1342	0.1324	-0.5903	-0.0807	-1.4841	Inflammatory (Immune C3)	THCA
TCGA-FP-8210-01	TCGA-FP-8210-01	0.202143	8.88	-0.0926	1.3385	2.4336	0.2521	1.0871	-0.0849	1.0488	1.4574	1.3836	0.6361	Inflammatory (Immune C3)	STAD
TCGA-DX-A23V-01	TCGA-DX-A23V-01	0.202083	8.26	-0.4888	1.4562	1.4593	-0.3581	0.0799	-1.8612	0.6081	-0.0173	0.8298	0.7198	TGF-beta Dominant (Immune C6)	SARC
TCGA-B3-8121-01	TCGA-B3-8121-01	0.202059	6.41	1.0725	0.6228	0.2535	-0.3379	0.849	-0.5597	1.0309	0.7282	0.9827	0.2061	Inflammatory (Immune C3)	KIRP
TCGA-RW-A68G-01	TCGA-RW-A68G-01	0.201951	5.44	-0.7125	-0.9586	-0.8726	-2.0578	-1.4229	-0.2932	-1.3184	0.2821	-0.108	-0.5961	Inflammatory (Immune C3)	PCPG
TCGA-55-7574-01	TCGA-55-7574-01	0.201845	8.76	0.0073	1.4481	0.9534	-0.1161	1.2802	0.8153	1.2691	0.6848	0.7282	0.2479	Inflammatory (Immune C3)	LUAD
TCGA-BP-5168-01	TCGA-BP-5168-01	0.201805	6.93	-0.4584	0.9159	0.3662	-1.3071	0.0391	-0.8737	0.5812	-0.0897	1.7965	0.349	Inflammatory (Immune C3)	KIRC
TCGA-DZ-6132-01	TCGA-DZ-6132-01	0.201757	7.46	0.0773	0.6633	0.1091	-0.4531	0.5098	-0.8859	1.3954	-0.0067	0.9568	0.8439	Inflammatory (Immune C3)	KIRP
TCGA-X6-A7WA-01	TCGA-X6-A7WA-01	0.201696	9.57	-1.904	1.0588	0.6053	-0.1132	-0.0022	-0.8094	0.2451	0.2778	1.8428	0.6041	Inflammatory (Immune C3)	SARC
TCGA-BP-4963-01	TCGA-BP-4963-01	0.201631	9.06	0.1397	1.1022	0.2865	-0.5855	0.6357	-0.5715	1.0283	1.1198	1.5086	0.3134	Inflammatory (Immune C3)	KIRC
TCGA-A2-A0T6-01	TCGA-A2-A0T6-01	0.201559	6.83	-1.6924	1.5839	0.8819	-0.429	0.2354	-0.4393	0.7849	1.3315	1.3233	0.6327	Inflammatory (Immune C3)	BRCA
TCGA-BP-5176-01	TCGA-BP-5176-01	0.201392	7.07	-0.0105	0.8925	0.383	-1.5388	0.2233	-0.734	0.7275	-0.2951	1.7776	0.7958	Inflammatory (Immune C3)	KIRC
TCGA-PJ-A5Z8-01	TCGA-PJ-A5Z8-01	0.201237	7.49	0.2984	0.2302	-0.1355	-0.3686	0.8694	-0.8016	1.0092	0.6265	0.7018	0.3546	Inflammatory (Immune C3)	KIRP
TCGA-FD-A5BZ-01	TCGA-FD-A5BZ-01	0.201096	9.65	0.4085	-0.7856	0.4334	0.1447	-0.194	0.9493	-0.7283	0.3434	-0.4477	-0.0601	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-A2-A0ES-01	TCGA-A2-A0ES-01	0.201028	7.47	-0.9209	2.0037	1.1164	-0.3193	0.1272	-0.38	0.2799	1.5071	1.5046	0.9066	Inflammatory (Immune C3)	BRCA
TCGA-V1-A9ZR-01	TCGA-V1-A9ZR-01	0.201013	6.74	0.2645	0.458	0.3894	-1.0613	-0.4405	-0.0742	0.235	1.06	0.1858	-0.148	Inflammatory (Immune C3)	PRAD
TCGA-B8-5549-01	TCGA-B8-5549-01	0.20101	7.36	-0.2894	1.2818	0.5952	-0.6945	0.2652	-1.3307	1.0583	0.0082	2.1845	0.2263	Inflammatory (Immune C3)	KIRC
TCGA-V1-A8MU-01	TCGA-V1-A8MU-01	0.201002	6.94	-0.1002	0.4851	0.4755	-0.8517	-0.073	0.2495	0.2374	1.1348	0.02	-0.2065	Inflammatory (Immune C3)	PRAD
TCGA-FE-A3PA-01	TCGA-FE-A3PA-01	0.200988	5.79	-0.3473	-0.9843	0.0453	-1.3629	-0.4543	0.3116	-0.0916	-0.7836	-0.4133	-1.0945	Inflammatory (Immune C3)	THCA
TCGA-EM-A4FO-01	TCGA-EM-A4FO-01	0.200957	7.38	0.1305	0.6319	1.0611	-0.5939	0.7557	0.1991	1.5827	0.1105	0.5972	-0.0685	Inflammatory (Immune C3)	THCA
TCGA-EW-A1P1-01	TCGA-EW-A1P1-01	0.200934	8.37	-0.8129	1.6477	1.1216	-0.463	0.4353	0.1544	0.6435	1.0962	1.2033	0.9923	Wound Healing (Immune C1)	BRCA
TCGA-B0-5077-01	TCGA-B0-5077-01	0.200912	8.42	1.3433	0.3488	0.5586	-0.4487	0.3179	-0.5036	0.7475	0.4302	1.2865	-0.4281	Inflammatory (Immune C3)	KIRC
TCGA-EJ-A8FU-01	TCGA-EJ-A8FU-01	0.200899	6.15	0.3811	0.9325	0.6141	-0.9577	-0.3561	-0.0281	-0.2624	1.129	0.384	-0.0406	Inflammatory (Immune C3)	PRAD
TCGA-55-8091-01	TCGA-55-8091-01	0.200895	8.78	-1.5535	1.2832	0.6001	-0.5151	1.1294	-0.2364	1.3163	0.0917	0.3855	1.2662	Inflammatory (Immune C3)	LUAD
TCGA-B8-A54I-01	TCGA-B8-A54I-01	0.200895	7.9	0.411	0.3517	-0.0943	-0.6688	1.1916	0.5567	1.2436	-0.0723	0.516	0.3685	Inflammatory (Immune C3)	KIRC
TCGA-06-0649-01	TCGA-06-0649-01	0.200798	9.35	0.4212	-0.0681	1.5674	-0.4234	-0.4685	-0.066	0.1429	0.8194	-0.3192	0.9923	Lymphocyte Depleted (Immune C4)	GBM
TCGA-QR-A70X-01	TCGA-QR-A70X-01	0.200696	6.02	-0.9529	0.0491	0.5534	-1.4587	-0.5725	-0.2128	-0.2857	0.9129	0.6908	-1.3231	Inflammatory (Immune C3)	PCPG
TCGA-DJ-A2Q6-01	TCGA-DJ-A2Q6-01	0.200679	6.27	0.2386	0.6686	0.8572	-0.6467	0.0284	-0.3028	0.1119	0.1129	0.8193	-0.1089	Inflammatory (Immune C3)	THCA
TCGA-D8-A73U-01	TCGA-D8-A73U-01	0.200648	7.68	-0.61	1.8555	0.6648	-0.3613	1.7279	-0.2825	2.0672	0.3434	1.4588	0.6682	Inflammatory (Immune C3)	BRCA
TCGA-BP-4967-01	TCGA-BP-4967-01	0.200514	8.07	0.7833	0.7424	0.5576	-0.1863	0.4018	-2.3006	0.3929	0.7297	1.3044	0.924	Inflammatory (Immune C3)	KIRC
TCGA-DX-AB2G-01	TCGA-DX-AB2G-01	0.200138	8.89	0.4476	1.1136	-0.1801	-0.5229	-0.4036	-1.5514	0.3045	-0.8246	0.2794	0.5992	TGF-beta Dominant (Immune C6)	SARC
TCGA-QR-A703-01	TCGA-QR-A703-01	0.200131	6.51	-0.1591	-1.7705	-0.5324	-1.7705	-1.8314	-0.6587	-0.6066	-0.2209	-0.3879	-1.3921	Inflammatory (Immune C3)	PCPG
TCGA-SQ-A6I4-01	TCGA-SQ-A6I4-01	0.200089	5.73	-0.4472	-0.5669	0.0221	-1.8959	-0.7397	-0.7705	-0.4702	0.4003	0.9528	-0.5153	Inflammatory (Immune C3)	PCPG
TCGA-H2-A26U-01	TCGA-H2-A26U-01	0.200077	7.08	0.3801	0.9473	1.3622	-0.6988	0.9041	0.0698	1.6933	-0.2739	1.1206	0.5581	Inflammatory (Immune C3)	THCA
TCGA-AJ-A8CT-01	TCGA-AJ-A8CT-01	0.199685	7.97	0.4729	0.2183	-0.2857	-0.3899	0.595	-0.0313	1.0222	0.1471	-0.5682	-0.3466	Inflammatory (Immune C3)	UCEC
TCGA-EL-A3GP-01	TCGA-EL-A3GP-01	0.199448	8.18	-1.5849	0.2393	1.3079	-1.2402	-0.2165	-0.1328	0.5575	0.5363	0.8885	0.2988	TGF-beta Dominant (Immune C6)	THCA
TCGA-FY-A3ON-01	TCGA-FY-A3ON-01	0.199404	5.98	0.1097	0.3617	0.6074	-0.421	0.1572	-0.32	0.2899	-0.0333	0.8208	-0.1772	Inflammatory (Immune C3)	THCA
TCGA-DJ-A3UU-01	TCGA-DJ-A3UU-01	0.199376	6.14	0.4308	0.3303	0.5598	-0.941	-0.1188	-0.2421	0.4059	-0.054	0.3756	-0.9418	Inflammatory (Immune C3)	THCA
TCGA-BP-4973-01	TCGA-BP-4973-01	0.199329	7.55	0.3547	0.8144	0.5262	-0.3764	0.4857	-0.7916	1.0327	0.5985	1.7915	0.1392	Inflammatory (Immune C3)	KIRC
TCGA-B8-5553-01	TCGA-B8-5553-01	0.199307	7.11	-0.4923	1.3957	0.3705	-0.9019	0.7173	-0.7333	1.1584	0.2609	2.1058	0.9087	Inflammatory (Immune C3)	KIRC
TCGA-MK-A4N9-01	TCGA-MK-A4N9-01	0.199255	5.6	0.3897	-0.5293	0.5021	-1.3977	-0.7152	0.1159	-0.517	0.123	-0.1698	-1.215	Inflammatory (Immune C3)	THCA
TCGA-B0-5116-01	TCGA-B0-5116-01	0.199243	9.2	-0.4604	0.5356	0.6224	-0.4914	0.0916	-0.8834	-0.1284	0.2744	1.7885	0.4034	Inflammatory (Immune C3)	KIRC
TCGA-FK-A3SG-01	TCGA-FK-A3SG-01	0.199168	5.97	-0.612	-0.3273	0.3296	-1.4641	-0.8161	-0.1753	-0.4405	-0.7349	0.1509	-0.0371	Inflammatory (Immune C3)	THCA
TCGA-HI-7168-01	TCGA-HI-7168-01	0.199155	7.82	-0.851	0.1449	0.3946	-0.75	-1.0413	0.5535	-0.9344	1.1222	0.5205	0.4549	Wound Healing (Immune C1)	PRAD
TCGA-DX-A6BB-01	TCGA-DX-A6BB-01	0.199017	9.9	-0.9316	-0.7947	-0.1517	-0.6475	-1.8429	-0.7119	-1.468	-0.4384	0.2884	-0.433	Lymphocyte Depleted (Immune C4)	SARC
TCGA-B2-5635-01	TCGA-B2-5635-01	0.198822	6.33	-0.1855	0.995	0.426	-0.4253	0.8294	-0.4711	1.4382	0.2662	1.3931	0.4361	Inflammatory (Immune C3)	KIRC
TCGA-IB-A5ST-01	TCGA-IB-A5ST-01	0.198743	8.31	1.0025	1.7092	1.5705	-0.1194	0.8291	0.8796	1.2977	1.3412	1.2113	1.6635	Inflammatory (Immune C3)	PAAD
TCGA-EM-A2P3-01	TCGA-EM-A2P3-01	0.198673	5.83	0.1336	-0.131	0.8034	-0.6483	-0.4389	-0.166	-0.0454	0.2252	0.1843	-0.7097	Inflammatory (Immune C3)	THCA
TCGA-A2-A25A-01	TCGA-A2-A25A-01	0.198609	8.87	-0.9925	1.8607	1.0944	0.1247	0.452	-0.0413	0.6408	1.1005	1.6032	1.3059	Wound Healing (Immune C1)	BRCA
TCGA-FY-A3R7-01	TCGA-FY-A3R7-01	0.198584	5.41	0.5028	0.5656	1.1824	-0.8361	-0.1026	0.018	0.376	0.4538	0.633	-0.6205	Inflammatory (Immune C3)	THCA
TCGA-DX-AB2P-01	TCGA-DX-AB2P-01	0.198404	11.26	-0.4761	0.2559	0.9689	0.3198	0.1951	-0.8241	0.052	-0.6033	0.6365	1.1847	Wound Healing (Immune C1)	SARC
TCGA-CW-6090-01	TCGA-CW-6090-01	0.198328	6.66	-0.5385	0.4237	0.8523	-0.4846	0.6363	-2.0891	1.1211	-0.2532	1.661	0.8641	Inflammatory (Immune C3)	KIRC
TCGA-B9-4113-01	TCGA-B9-4113-01	0.19831	6.35	-0.0135	0.3069	0.023	-0.5699	-0.2076	-0.6622	0.501	0.748	0.4782	-0.1891	Inflammatory (Immune C3)	KIRP
TCGA-O9-A75Z-01	TCGA-O9-A75Z-01	0.198259	6.01	-0.0059	0.2121	-0.3547	-0.6154	-0.3631	-0.3668	-0.0895	0.2817	0.2994	-0.2546	Inflammatory (Immune C3)	KIRP
TCGA-BP-4163-01	TCGA-BP-4163-01	0.198219	7	1.3347	0.5961	0.4709	-0.7873	0.4457	-1.0163	0.517	0.8348	1.5385	0.1399	Inflammatory (Immune C3)	KIRC
TCGA-B2-4102-01	TCGA-B2-4102-01	0.198072	6.58	0.0098	1.4538	0.4792	-0.3066	0.7539	-0.3593	1.0128	0.3241	1.6695	0.1908	Inflammatory (Immune C3)	KIRC
TCGA-97-8552-01	TCGA-97-8552-01	0.198052	6.67	0.4978	0.6014	0.6404	-0.7066	0.4353	0.5881	1.2326	0.408	-0.0602	0.1538	Inflammatory (Immune C3)	LUAD
TCGA-S7-A7X1-01	TCGA-S7-A7X1-01	0.198041	7.66	0.8985	-0.2982	0.1937	-2.1462	-0.9425	-0.0653	-0.7842	0.3188	0.2017	-0.0127	Inflammatory (Immune C3)	PCPG
TCGA-DX-A3U6-01	TCGA-DX-A3U6-01	0.197959	8.03	-0.3929	1.6191	0.6227	-0.5046	1.1639	-0.863	2.0962	-0.2483	1.4693	0.9407	Inflammatory (Immune C3)	SARC
TCGA-CD-5798-01	TCGA-CD-5798-01	0.197844	7.76	-0.4644	0.3122	2.2248	-1.2307	0.0054	-0.32	0.366	0.5522	0.8183	1.0976	Wound Healing (Immune C1)	STAD
TCGA-J8-A3O2-01	TCGA-J8-A3O2-01	0.197828	6.11	0.0605	0.4827	0.9332	-0.5483	-0.0521	0.0837	0.4228	0.19	0.2097	-0.532	Inflammatory (Immune C3)	THCA
TCGA-CZ-5467-01	TCGA-CZ-5467-01	0.19778	5.84	0.8665	0.863	0.3308	-1.5099	0.0678	-1.3385	0.3511	-0.039	1.8169	1.17	Inflammatory (Immune C3)	KIRC
TCGA-D7-A748-01	TCGA-D7-A748-01	0.197563	8.21	-1.3283	0.7462	0.6776	-1.1859	0.0273	0.4309	0.9119	0.001	-0.115	0.9533	TGF-beta Dominant (Immune C6)	STAD
TCGA-RM-A68T-01	TCGA-RM-A68T-01	0.197467	5.72	0.7347	-0.2077	0.1607	-1.6944	-0.7646	-0.0381	-0.4338	0.1982	-0.1494	-0.2999	Inflammatory (Immune C3)	PCPG
TCGA-XF-AAMR-01	TCGA-XF-AAMR-01	0.197271	9.07	1.3443	0.4899	0.1176	0.0398	-0.194	-0.0435	-0.0492	0.883	1.2959	0.5637	Wound Healing (Immune C1)	BLCA
TCGA-KB-A93G-01	TCGA-KB-A93G-01	0.197021	10.03	-0.5857	0.7705	1.2996	0.4482	0.141	0.3163	0.0034	0.7996	0.76	0.2187	Wound Healing (Immune C1)	STAD
TCGA-P8-A5KC-01	TCGA-P8-A5KC-01	0.19701	7.01	-0.366	1.025	0.3228	-1.9979	-0.4418	-0.9438	-0.4037	1.0388	1.4304	0.9693	Inflammatory (Immune C3)	PCPG
TCGA-LB-A9Q5-01	TCGA-LB-A9Q5-01	0.197	8.16	0.1828	0.7148	1.5353	-0.8329	0.2764	0.6442	0.5304	2.1659	0.4054	1.0502	Inflammatory (Immune C3)	PAAD
TCGA-WB-A815-01	TCGA-WB-A815-01	0.196997	6.04	0.3568	-0.504	-0.5742	-1.812	-1.5246	-0.7648	-0.8056	0.2074	0.1654	-0.6351	Inflammatory (Immune C3)	PCPG
TCGA-AZ-6607-01	TCGA-AZ-6607-01	0.196888	10.01	-0.8986	0.7843	0.6444	-0.2926	0.6452	-0.1464	0.4561	-0.3371	1.0863	1.7604	Wound Healing (Immune C1)	COAD
TCGA-UZ-A9PP-01	TCGA-UZ-A9PP-01	0.196805	7.04	1.5625	-0.668	0.0346	-0.9831	-0.6334	-0.534	-0.6295	0.2624	0.3442	-0.548	Inflammatory (Immune C3)	KIRP
TCGA-CZ-5469-01	TCGA-CZ-5469-01	0.196788	8.75	1.2094	-1.073	0.0004	-0.7152	-0.1339	0.0062	0.3432	0.7094	-0.0468	-0.9132	Wound Healing (Immune C1)	KIRC
TCGA-55-6980-01	TCGA-55-6980-01	0.196777	7.22	1.4519	0.6085	1.3259	-1.3389	0.6977	0.0008	1.6094	-0.1336	0.5334	0.8947	TGF-beta Dominant (Immune C6)	LUAD
TCGA-B0-4827-01	TCGA-B0-4827-01	0.196653	8.82	0.4288	1.7878	0.5622	-0.6788	0.8926	-0.6304	1.131	1.0653	2.2771	1.315	Inflammatory (Immune C3)	KIRC
TCGA-SI-A71P-01	TCGA-SI-A71P-01	0.196639	8.08	-0.29	1.8183	0.5439	-1.139	0.3182	-0.9198	1.2732	0.1842	0.6843	1.6384	Lymphocyte Depleted (Immune C4)	SARC
TCGA-EW-A1IX-01	TCGA-EW-A1IX-01	0.1966	7.45	0.4744	0.9735	0.7219	-0.1852	-0.0994	-0.5683	0.2113	1.1444	1.1804	0.9519	Inflammatory (Immune C3)	BRCA
TCGA-AQ-A7U7-01	TCGA-AQ-A7U7-01	0.196562	9.04	-0.3736	1.5696	0.8456	0.2666	1.326	0.1659	1.777	0.3381	0.908	0.6389	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-DX-A6Z0-01	TCGA-DX-A6Z0-01	0.196553	11.11	-1.3724	1.4762	1.2862	0.5129	0.3156	-1.1456	0.3775	0.2469	0.1813	1.6698	Wound Healing (Immune C1)	SARC
TCGA-EM-A1YD-01	TCGA-EM-A1YD-01	0.196541	6.4	1.1465	0.2364	1.0187	-1.2051	-0.8579	-0.714	-0.54	-0.1461	0.0827	-0.9767	Inflammatory (Immune C3)	THCA
TCGA-KV-A6GD-01	TCGA-KV-A6GD-01	0.196504	6.14	0.8305	-0.2682	-0.3077	-1.3313	0.1245	-0.4532	0.8833	0.3164	-0.1823	-0.2281	Inflammatory (Immune C3)	KIRP
TCGA-BQ-5877-01	TCGA-BQ-5877-01	0.196493	8.57	0.5916	0.4927	0.6587	-0.7981	0.1269	-0.5118	0.5192	1.2631	1.158	0.1775	Inflammatory (Immune C3)	KIRP
TCGA-EL-A4K9-01	TCGA-EL-A4K9-01	0.196224	6.09	0.2599	-0.2325	0.6761	-1.1045	-0.5084	0.0508	0.0826	0.0405	-0.2863	-0.2874	Inflammatory (Immune C3)	THCA
TCGA-CJ-4901-01	TCGA-CJ-4901-01	0.196151	8.74	-0.1753	1.2775	1.1894	-0.1663	1.1739	0.4906	1.8113	0.6877	1.8099	1.1345	Inflammatory (Immune C3)	KIRC
TCGA-IB-7893-01	TCGA-IB-7893-01	0.196048	8.94	-0.4873	0.3974	1.666	-0.0331	-0.3305	-0.3639	0.2311	1.4598	0.888	1.0871	Wound Healing (Immune C1)	PAAD
TCGA-Y8-A8RY-01	TCGA-Y8-A8RY-01	0.196039	7.24	0.3801	-0.0057	-0.0323	-0.7619	-0.2319	0.0905	0.3263	0.5541	0.1499	-0.2894	Inflammatory (Immune C3)	KIRP
TCGA-QR-A70I-01	TCGA-QR-A70I-01	0.195988	6.17	-0.3909	0.5261	-0.0573	-2.0421	-1.431	-1.1074	-0.9482	0.0757	1.1689	-0.1145	Inflammatory (Immune C3)	PCPG
TCGA-4A-A93W-01	TCGA-4A-A93W-01	0.195835	6.69	0.0443	-0.7966	-0.2692	-0.6608	-0.6671	-0.4593	-0.1192	0.1486	-0.1897	-0.562	Inflammatory (Immune C3)	KIRP
TCGA-KC-A7FE-01	TCGA-KC-A7FE-01	0.19582	6.69	0.7544	0.3007	1.4645	-0.8733	-0.699	-0.1432	-0.3611	1.4285	0.2062	-0.2323	Inflammatory (Immune C3)	PRAD
TCGA-IM-A4EB-01	TCGA-IM-A4EB-01	0.195788	5.85	-0.1738	-0.0604	0.4407	-0.9157	0.1421	0.0219	0.6889	0.0261	0.2466	-0.0706	Inflammatory (Immune C3)	THCA
TCGA-OR-A5JO-01	TCGA-OR-A5JO-01	0.195748	7.72	-0.0597	1.4991	0.1845	-1.1263	0.3608	-1.1777	0.878	0.2098	1.4	0.993	Inflammatory (Immune C3)	ACC
